# BJD(TDB)-2450000 airmass sky(ADU) dx(pix) dy(pix) fwhm(pix) peak(ADU) frame flux(r=9.0) err(r=9.0) flux(r=10.0) err(r=10.0) flux(r=11.0) err(r=11.0) flux(r=12.0) err(r=12.0) flux(r=13.0) err(r=13.0) flux(r=14.0) err(r=14.0) 
7800.149393 1.4589 1380.3 0.103 -0.168 7.17 27368.4 MSCL1_1702151034 1.000385 0.001627 1.000126 0.001653 1.000409 0.001685 1.001180 0.001724 1.000982 0.001764 1.000968 0.001808 
7800.149787 1.4563 1381.0 -0.270 0.548 7.01 27438.7 MSCL1_1702151035 0.999867 0.001630 1.000909 0.001657 1.002065 0.001691 1.002729 0.001729 1.003132 0.001770 1.003311 0.001815 
7800.150180 1.4538 1379.5 -0.314 0.560 7.30 25976.8 MSCL1_1702151036 0.999572 0.001630 0.999505 0.001656 0.999841 0.001689 0.999521 0.001726 0.999901 0.001767 0.999689 0.001812 
7800.150574 1.4512 1375.8 -0.426 -0.114 6.93 27792.5 MSCL1_1702151037 1.001490 0.001623 1.000650 0.001648 1.000407 0.001680 1.000009 0.001717 1.000000 0.001758 0.999842 0.001802 
7800.150979 1.4486 1380.2 0.269 -0.821 6.56 32061.1 MSCL1_1702151038 1.002519 0.001624 1.002107 0.001651 1.002205 0.001685 1.002733 0.001724 1.002604 0.001766 1.002933 0.001811 
7800.151373 1.4460 1381.0 0.337 0.153 7.01 28247.2 MSCL1_1702151039 1.002305 0.001626 1.002661 0.001653 1.003069 0.001687 1.003249 0.001725 1.003677 0.001767 1.003728 0.001812 
7800.151766 1.4435 1368.6 0.477 0.267 7.19 28451.4 MSCL1_1702151040 1.001052 0.001616 1.000380 0.001642 1.000300 0.001676 1.000665 0.001714 1.001431 0.001757 1.001720 0.001802 
7800.152171 1.4409 1364.8 0.140 0.011 6.76 30359.0 MSCL1_1702151041 1.000998 0.001614 1.000962 0.001642 1.000721 0.001676 0.999947 0.001714 0.999861 0.001756 0.999923 0.001802 
7800.152565 1.4384 1342.3 -1.012 -0.135 6.92 29639.4 MSCL1_1702151042 1.001563 0.001603 1.001331 0.001629 1.001704 0.001662 1.001909 0.001699 1.001868 0.001739 1.001885 0.001782 
7800.152958 1.4359 1336.2 -0.309 0.403 6.78 29638.2 MSCL1_1702151043 1.001518 0.001602 1.001080 0.001627 1.001001 0.001660 1.000876 0.001697 1.000226 0.001737 1.000202 0.001781 
7800.153363 1.4334 1339.8 0.069 0.415 7.07 27892.0 MSCL1_1702151044 1.000311 0.001607 0.999870 0.001630 0.999523 0.001661 0.999449 0.001696 0.999655 0.001736 0.999859 0.001779 
7800.153757 1.4309 1332.0 0.514 0.435 7.39 27935.6 MSCL1_1702151045 1.001267 0.001597 1.001539 0.001624 1.001254 0.001656 1.001600 0.001693 1.001368 0.001733 1.001701 0.001777 
7800.154150 1.4285 1322.7 0.426 -0.793 7.04 30889.4 MSCL1_1702151046 1.002613 0.001593 1.002871 0.001621 1.003141 0.001655 1.003159 0.001692 1.003390 0.001734 1.003647 0.001778 
7800.154555 1.4260 1312.1 -0.115 0.167 6.92 30988.4 MSCL1_1702151047 1.002841 0.001586 1.002484 0.001613 1.002443 0.001645 1.002506 0.001682 1.002228 0.001722 1.002479 0.001766 
7800.154949 1.4236 1308.4 -0.373 0.295 7.14 29431.7 MSCL1_1702151048 1.000945 0.001582 1.000599 0.001608 1.000841 0.001640 1.001030 0.001676 1.000791 0.001715 1.000377 0.001757 
7800.155343 1.4211 1312.5 0.179 -0.058 6.77 32867.0 MSCL1_1702151049 1.002424 0.001581 1.001940 0.001608 1.002417 0.001641 1.002323 0.001677 1.002653 0.001718 1.002943 0.001761 
7800.155724 1.4188 1311.3 0.302 -0.475 6.70 31252.2 MSCL1_1702151050 1.000642 0.001580 1.000457 0.001605 1.000706 0.001637 1.000896 0.001673 1.001353 0.001714 1.001855 0.001757 
7800.156106 1.4165 1309.4 0.278 0.180 6.83 31093.3 MSCL1_1702151051 1.001813 0.001578 1.001097 0.001604 1.000843 0.001636 1.000566 0.001672 1.000514 0.001712 1.000865 0.001755 
7800.156512 1.4140 1307.8 0.148 0.169 6.86 29759.0 MSCL1_1702151052 1.002805 0.001587 1.003003 0.001613 1.003261 0.001646 1.003471 0.001682 1.003523 0.001722 1.003742 0.001765 
7800.156905 1.4117 1296.4 -0.085 0.128 6.75 33167.8 MSCL1_1702151053 0.999686 0.001568 0.999559 0.001595 1.000012 0.001627 1.000303 0.001664 1.000519 0.001704 1.000651 0.001747 
7800.157299 1.4093 1295.1 -0.107 0.027 7.34 30215.3 MSCL1_1702151054 1.003111 0.001576 1.003210 0.001602 1.003359 0.001634 1.003233 0.001670 1.002891 0.001709 1.003081 0.001752 
7800.157704 1.4069 1304.3 -0.723 -0.038 7.62 27010.7 MSCL1_1702151055 0.999241 0.001579 0.999189 0.001605 0.999222 0.001636 0.999454 0.001672 0.999352 0.001712 0.999562 0.001755 
7800.158074 1.4047 1300.2 0.188 -0.005 7.50 27602.4 MSCL1_1702151056 0.998722 0.001573 0.998591 0.001596 0.998774 0.001626 0.998749 0.001661 0.998365 0.001699 0.998629 0.001741 
7800.158468 1.4024 1309.5 0.349 0.077 7.74 26001.4 MSCL1_1702151057 1.001325 0.001577 1.001258 0.001601 1.001323 0.001632 1.001593 0.001668 1.001809 0.001707 1.001423 0.001748 
7800.158861 1.4001 1309.2 -0.516 0.488 7.41 25302.2 MSCL1_1702151058 1.003632 0.001591 1.003547 0.001615 1.003425 0.001646 1.003168 0.001681 1.003622 0.001721 1.003088 0.001763 
7800.159255 1.3977 1300.4 0.306 -0.480 7.66 26564.1 MSCL1_1702151059 0.997334 0.001562 0.996412 0.001586 0.996771 0.001618 0.997404 0.001655 0.997270 0.001694 0.996903 0.001736 
7800.159638 1.3955 1297.0 0.221 -0.283 7.28 30432.4 MSCL1_1702151060 0.995799 0.001559 0.995828 0.001586 0.996657 0.001619 0.996688 0.001656 0.996591 0.001696 0.996616 0.001739 
7800.160031 1.3932 1291.1 -0.027 -0.134 7.22 28752.4 MSCL1_1702151061 0.998162 0.001557 0.997999 0.001583 0.998089 0.001616 0.998596 0.001653 0.998879 0.001693 0.998680 0.001736 
7800.160436 1.3909 1282.6 -0.314 0.195 7.31 29502.8 MSCL1_1702151062 0.997390 0.001556 0.996803 0.001580 0.996886 0.001610 0.997373 0.001646 0.997518 0.001685 0.997316 0.001726 
7800.160830 1.3887 1292.9 0.002 -0.047 7.69 26166.2 MSCL1_1702151063 0.998990 0.001570 0.998624 0.001593 0.998915 0.001623 0.998853 0.001657 0.998871 0.001695 0.998869 0.001737 
7800.161212 1.3865 1282.8 0.245 -0.192 6.75 31694.5 MSCL1_1702151064 0.997115 0.001550 0.997361 0.001577 0.997479 0.001609 0.997433 0.001645 0.997399 0.001684 0.997547 0.001726 
7800.161605 1.3842 1293.6 0.169 0.574 6.97 30075.6 MSCL1_1702151065 0.997709 0.001557 0.997514 0.001582 0.997632 0.001613 0.997214 0.001648 0.997763 0.001687 0.998156 0.001729 
7800.161999 1.3820 1291.2 0.058 -0.040 7.00 29106.3 MSCL1_1702151066 0.997831 0.001557 0.997351 0.001582 0.997355 0.001613 0.997077 0.001649 0.997091 0.001688 0.997009 0.001730 
7800.162404 1.3797 1288.1 -0.121 -0.020 7.42 27716.4 MSCL1_1702151067 0.995571 0.001560 0.995487 0.001584 0.995777 0.001614 0.996038 0.001650 0.996092 0.001690 0.996114 0.001732 
7800.162786 1.3776 1284.6 0.077 -0.674 7.00 31627.0 MSCL1_1702151068 1.000186 0.001552 1.000176 0.001578 1.000191 0.001609 1.000156 0.001645 1.000733 0.001684 1.000645 0.001726 
7800.163179 1.3754 1287.6 0.567 0.292 8.03 25944.8 MSCL1_1702151069 0.994689 0.001552 0.994544 0.001577 0.994490 0.001607 0.994691 0.001643 0.994464 0.001682 0.993814 0.001723 
7800.163584 1.3732 1288.6 0.123 0.126 7.19 27434.8 MSCL1_1702151070 0.998034 0.001560 0.998168 0.001585 0.998824 0.001617 0.999296 0.001654 0.999604 0.001694 0.999309 0.001737 
7800.163978 1.3710 1285.3 -0.108 -0.408 7.34 28384.9 MSCL1_1702151071 0.994648 0.001549 0.993981 0.001573 0.993680 0.001603 0.993939 0.001639 0.993938 0.001679 0.994346 0.001722 
7800.164383 1.3688 1277.8 -0.316 0.210 7.26 29732.7 MSCL1_1702151072 0.994023 0.001544 0.993907 0.001568 0.993952 0.001599 0.994040 0.001635 0.993808 0.001673 0.993467 0.001714 
7800.164800 1.3665 1267.6 0.060 -0.084 7.20 29456.6 MSCL1_1702151073 0.994675 0.001539 0.994433 0.001564 0.994259 0.001594 0.993918 0.001629 0.993523 0.001667 0.993194 0.001708 
7800.165205 1.3643 1275.6 -0.064 0.068 6.73 32591.6 MSCL1_1702151074 0.991734 0.001534 0.991154 0.001560 0.990629 0.001590 0.990417 0.001626 0.990362 0.001665 0.990583 0.001707 
7800.165598 1.3622 1264.2 -0.128 0.032 7.24 27446.5 MSCL1_1702151075 0.993193 0.001539 0.993082 0.001563 0.993034 0.001593 0.993012 0.001627 0.992827 0.001665 0.992549 0.001705 
7800.166003 1.3600 1247.1 0.097 0.176 7.36 26660.6 MSCL1_1702151076 0.993818 0.001531 0.993623 0.001556 0.993632 0.001587 0.993903 0.001621 0.993389 0.001659 0.992856 0.001699 
7800.166397 1.3579 1237.1 -0.129 0.220 6.87 32539.0 MSCL1_1702151077 0.992938 0.001519 0.992990 0.001544 0.993632 0.001576 0.993969 0.001611 0.994285 0.001649 0.994116 0.001690 
7800.166790 1.3558 1237.6 0.156 -0.097 7.14 31428.6 MSCL1_1702151078 0.990067 0.001515 0.990124 0.001540 0.990647 0.001571 0.990120 0.001604 0.989912 0.001642 0.989428 0.001681 
7800.167195 1.3536 1233.7 0.031 -0.302 7.77 26442.2 MSCL1_1702151079 0.988649 0.001515 0.988776 0.001539 0.988151 0.001567 0.988169 0.001601 0.988320 0.001639 0.988476 0.001679 
7800.167589 1.3515 1234.8 0.199 -0.066 8.18 23578.6 MSCL1_1702151080 0.990524 0.001526 0.990785 0.001547 0.991102 0.001575 0.991695 0.001608 0.991460 0.001644 0.991430 0.001684 
7800.167982 1.3495 1239.2 -0.251 0.144 7.66 25718.3 MSCL1_1702151081 0.988075 0.001525 0.988546 0.001547 0.989129 0.001576 0.989916 0.001611 0.990317 0.001648 0.990781 0.001688 
7800.168376 1.3474 1232.2 -0.087 -0.168 7.61 27274.8 MSCL1_1702151082 0.993995 0.001523 0.993528 0.001545 0.993752 0.001575 0.993599 0.001608 0.993552 0.001645 0.993858 0.001686 
7800.168781 1.3453 1234.3 0.445 0.072 7.66 24295.1 MSCL1_1702151083 0.989074 0.001526 0.988412 0.001546 0.988173 0.001573 0.988132 0.001606 0.988259 0.001643 0.988292 0.001682 
7800.169163 1.3433 1248.0 0.012 0.365 7.27 26176.8 MSCL1_1702151084 0.986646 0.001521 0.986800 0.001543 0.987004 0.001572 0.986781 0.001605 0.986358 0.001641 0.986187 0.001681 
7800.169556 1.3413 1234.4 0.167 -0.508 7.24 27541.9 MSCL1_1702151085 0.988807 0.001518 0.988685 0.001539 0.988438 0.001566 0.988560 0.001599 0.988833 0.001635 0.988996 0.001675 
7800.169962 1.3392 1220.8 -0.690 -0.506 7.68 25193.1 MSCL1_1702151086 0.992606 0.001526 0.992228 0.001546 0.992863 0.001575 0.993178 0.001608 0.993426 0.001645 0.993121 0.001683 
7800.170344 1.3373 1221.7 0.017 0.428 7.86 24261.4 MSCL1_1702151087 0.986129 0.001516 0.987239 0.001537 0.988136 0.001564 0.988843 0.001596 0.989084 0.001632 0.989656 0.001671 
7800.170725 1.3353 1201.5 -0.146 -0.063 7.54 29499.4 MSCL1_1702151088 0.986968 0.001494 0.987236 0.001518 0.987256 0.001548 0.987334 0.001581 0.987412 0.001617 0.987111 0.001656 
7800.171131 1.3333 1187.0 0.214 0.180 8.18 24108.6 MSCL1_1702151089 0.987046 0.001505 0.987639 0.001524 0.988162 0.001550 0.988048 0.001580 0.987861 0.001613 0.987877 0.001650 
7800.171524 1.3313 1185.0 0.630 0.112 7.39 28038.0 MSCL1_1702151090 0.987593 0.001494 0.987359 0.001516 0.987101 0.001543 0.986706 0.001575 0.986625 0.001610 0.986854 0.001648 
7800.171929 1.3293 1176.8 -0.321 0.006 7.41 27403.0 MSCL1_1702151091 0.987201 0.001493 0.986787 0.001515 0.986755 0.001542 0.986614 0.001573 0.986808 0.001609 0.987464 0.001648 
7800.172323 1.3273 1169.9 0.038 -0.481 7.28 28412.2 MSCL1_1702151092 0.983247 0.001487 0.983196 0.001508 0.983278 0.001535 0.983255 0.001567 0.983121 0.001602 0.983570 0.001640 
7800.172728 1.3253 1173.9 -0.410 0.094 6.86 32270.4 MSCL1_1702151093 0.986014 0.001483 0.985886 0.001506 0.985866 0.001534 0.986299 0.001567 0.986147 0.001603 0.986158 0.001641 
7800.173121 1.3234 1172.8 -0.143 0.654 7.19 31087.5 MSCL1_1702151094 0.985336 0.001483 0.984727 0.001506 0.984422 0.001534 0.984550 0.001567 0.984448 0.001603 0.984330 0.001641 
7800.173526 1.3214 1172.3 0.089 -0.055 7.44 27605.3 MSCL1_1702151095 0.984807 0.001485 0.984650 0.001507 0.984511 0.001534 0.984859 0.001566 0.985466 0.001601 0.986048 0.001640 
7800.173920 1.3195 1171.7 -0.061 -0.960 7.37 27279.7 MSCL1_1702151096 0.985903 0.001487 0.985883 0.001508 0.986126 0.001536 0.985698 0.001567 0.985079 0.001602 0.985025 0.001640 
7800.174325 1.3175 1168.5 -0.403 0.611 7.20 28844.1 MSCL1_1702151097 0.985708 0.001485 0.985253 0.001507 0.985514 0.001535 0.985352 0.001567 0.985006 0.001601 0.985360 0.001640 
7800.174695 1.3157 1165.3 -0.172 0.154 7.58 27070.1 MSCL1_1702151098 0.984386 0.001483 0.984521 0.001506 0.984852 0.001535 0.984517 0.001567 0.984561 0.001603 0.984767 0.001642 
7800.175089 1.3138 1158.8 0.188 -0.157 7.13 30026.4 MSCL1_1702151099 0.985035 0.001474 0.984857 0.001498 0.984889 0.001528 0.984727 0.001560 0.984701 0.001596 0.984464 0.001635 
7800.175482 1.3119 1156.0 0.071 -0.734 6.81 33812.7 MSCL1_1702151100 0.985819 0.001469 0.985250 0.001494 0.985117 0.001523 0.984957 0.001556 0.984838 0.001592 0.985067 0.001631 
7800.175888 1.3100 1156.3 0.032 0.492 7.00 32196.4 MSCL1_1702151101 0.986431 0.001469 0.985862 0.001492 0.985835 0.001521 0.985775 0.001553 0.985625 0.001589 0.985802 0.001628 
7800.176293 1.3081 1156.5 -0.081 0.556 7.50 28195.1 MSCL1_1702151102 0.985192 0.001469 0.984545 0.001491 0.984064 0.001519 0.983928 0.001551 0.983956 0.001586 0.983896 0.001624 
7800.176686 1.3062 1145.3 -0.030 -1.064 7.45 26043.4 MSCL1_1702151103 0.984437 0.001469 0.985117 0.001491 0.985398 0.001519 0.985585 0.001550 0.985869 0.001585 0.986331 0.001624 
7800.177091 1.3043 1137.5 -0.054 0.099 7.14 30564.5 MSCL1_1702151104 0.981871 0.001458 0.982367 0.001480 0.982916 0.001507 0.983239 0.001538 0.983627 0.001573 0.984061 0.001610 
7800.177485 1.3025 1137.3 0.000 0.630 7.35 29151.1 MSCL1_1702151105 0.981748 0.001463 0.981422 0.001484 0.981396 0.001510 0.981545 0.001541 0.981725 0.001575 0.981434 0.001612 
7800.177890 1.3006 1135.3 0.013 0.261 7.87 28018.5 MSCL1_1702151106 0.984032 0.001462 0.983680 0.001482 0.983433 0.001508 0.983311 0.001539 0.983200 0.001572 0.983609 0.001610 
7800.178283 1.2988 1135.5 -0.697 0.021 6.96 29758.4 MSCL1_1702151107 0.980430 0.001456 0.980270 0.001478 0.980099 0.001506 0.980240 0.001538 0.980006 0.001572 0.980114 0.001609 
7800.178677 1.2969 1140.9 0.225 -0.754 7.54 28248.7 MSCL1_1702151108 0.983113 0.001470 0.982379 0.001489 0.982129 0.001515 0.982216 0.001546 0.982135 0.001580 0.982046 0.001617 
7800.179082 1.2951 1132.1 -0.379 0.811 7.38 27445.8 MSCL1_1702151109 0.983106 0.001463 0.983247 0.001483 0.983234 0.001508 0.983176 0.001538 0.983181 0.001572 0.983190 0.001608 
7800.179475 1.2933 1136.2 -0.042 -0.218 7.25 30158.8 MSCL1_1702151110 0.984255 0.001457 0.983996 0.001478 0.983411 0.001504 0.983543 0.001534 0.983391 0.001568 0.983474 0.001605 
7800.179881 1.2915 1141.9 0.075 -0.522 7.49 28839.0 MSCL1_1702151111 0.981631 0.001457 0.981537 0.001477 0.981924 0.001503 0.981884 0.001533 0.981649 0.001567 0.981969 0.001603 
7800.180274 1.2897 1122.7 0.338 -0.016 8.09 25259.1 MSCL1_1702151112 0.984447 0.001455 0.984237 0.001474 0.984365 0.001499 0.984419 0.001529 0.984516 0.001562 0.984186 0.001598 
7800.180679 1.2879 1118.0 -0.171 0.391 7.27 27732.1 MSCL1_1702151113 0.983502 0.001457 0.983206 0.001476 0.983231 0.001502 0.983063 0.001532 0.982562 0.001565 0.981931 0.001600 
7800.181073 1.2861 1122.5 -0.209 0.168 7.28 29812.1 MSCL1_1702151114 0.980909 0.001451 0.980543 0.001472 0.980921 0.001500 0.980909 0.001531 0.980975 0.001566 0.981252 0.001603 
7800.181478 1.2843 1118.2 -0.102 -0.175 7.36 28882.8 MSCL1_1702151115 0.983422 0.001448 0.982798 0.001468 0.982356 0.001494 0.981981 0.001524 0.981794 0.001557 0.981380 0.001592 
7800.181860 1.2826 1115.5 -0.185 -0.267 7.44 28670.4 MSCL1_1702151116 0.982773 0.001449 0.982728 0.001470 0.982634 0.001496 0.982711 0.001526 0.982395 0.001559 0.981795 0.001594 
7800.182253 1.2809 1110.6 0.601 0.141 7.48 26282.1 MSCL1_1702151117 0.981440 0.001452 0.981127 0.001470 0.980599 0.001493 0.980775 0.001522 0.980647 0.001554 0.980185 0.001588 
7800.182647 1.2791 1114.3 -0.226 0.471 7.40 26755.1 MSCL1_1702151118 0.981703 0.001453 0.981120 0.001472 0.981220 0.001498 0.981223 0.001529 0.980800 0.001562 0.980913 0.001598 
7800.183029 1.2775 1113.8 -0.317 -0.416 7.69 27346.0 MSCL1_1702151119 0.981078 0.001445 0.980559 0.001464 0.980879 0.001490 0.981319 0.001520 0.981012 0.001553 0.981125 0.001589 
7800.183434 1.2757 1107.2 0.016 -0.436 7.35 29334.8 MSCL1_1702151120 0.983164 0.001442 0.982975 0.001462 0.983176 0.001489 0.983185 0.001520 0.982901 0.001553 0.982275 0.001589 
7800.183839 1.2740 1069.0 -0.044 -0.075 7.83 28000.0 MSCL1_1702151121 0.980923 0.001429 0.980727 0.001447 0.980783 0.001472 0.980971 0.001501 0.980859 0.001533 0.980882 0.001567 
7800.184232 1.2723 1066.6 0.298 -0.123 7.09 29980.6 MSCL1_1702151122 0.980225 0.001424 0.980035 0.001443 0.979756 0.001468 0.979462 0.001496 0.979461 0.001528 0.979023 0.001563 
7800.184626 1.2706 1072.8 -0.601 -0.206 7.08 30038.2 MSCL1_1702151123 0.983967 0.001437 0.984294 0.001456 0.984646 0.001480 0.984691 0.001509 0.984856 0.001541 0.985098 0.001575 
7800.185008 1.2689 1078.0 -0.507 0.260 8.03 25012.9 MSCL1_1702151124 0.982432 0.001440 0.982136 0.001457 0.982008 0.001480 0.982368 0.001509 0.982814 0.001541 0.983035 0.001576 
7800.185401 1.2673 1074.8 0.156 0.208 6.81 31811.5 MSCL1_1702151125 0.982422 0.001429 0.982225 0.001449 0.982421 0.001475 0.982648 0.001506 0.983132 0.001539 0.982951 0.001574 
7800.185795 1.2656 1073.6 -0.237 -0.643 7.41 26565.1 MSCL1_1702151126 0.982323 0.001438 0.981900 0.001456 0.981459 0.001480 0.981371 0.001508 0.980832 0.001540 0.980764 0.001575 
7800.186188 1.2640 1056.3 0.265 0.698 7.64 25831.5 MSCL1_1702151127 0.981934 0.001431 0.981539 0.001448 0.981318 0.001471 0.981315 0.001499 0.981288 0.001530 0.981532 0.001564 
7800.186582 1.2623 1074.9 -0.151 -0.025 7.22 31595.9 MSCL1_1702151128 0.980741 0.001424 0.980418 0.001444 0.980217 0.001469 0.980178 0.001498 0.980138 0.001531 0.980457 0.001566 
7800.186976 1.2607 1078.2 -0.184 0.013 7.23 30556.6 MSCL1_1702151129 0.982319 0.001424 0.982282 0.001445 0.981992 0.001471 0.981758 0.001500 0.981677 0.001533 0.981743 0.001568 
7800.187370 1.2590 1081.5 0.220 -0.319 7.25 30966.0 MSCL1_1702151130 0.979261 0.001421 0.978981 0.001441 0.979521 0.001468 0.980230 0.001499 0.980602 0.001533 0.980708 0.001569 
7800.187775 1.2574 1079.1 -0.535 0.352 7.52 27597.6 MSCL1_1702151131 0.981471 0.001432 0.981366 0.001449 0.981237 0.001473 0.980892 0.001502 0.981109 0.001534 0.981900 0.001570 
7800.188169 1.2558 1077.9 -0.745 -0.207 7.70 27813.9 MSCL1_1702151132 0.980139 0.001425 0.979820 0.001443 0.979466 0.001467 0.979533 0.001496 0.979594 0.001528 0.979294 0.001563 
7800.188551 1.2542 1078.6 0.326 0.145 7.32 32577.9 MSCL1_1702151133 0.980107 0.001418 0.979943 0.001439 0.980450 0.001465 0.980553 0.001495 0.980266 0.001528 0.980187 0.001563 
7800.188944 1.2526 1069.1 0.250 -0.395 6.38 34898.4 MSCL1_1702151134 0.980414 0.001417 0.980192 0.001437 0.980188 0.001463 0.980022 0.001493 0.980180 0.001526 0.980235 0.001561 
7800.189338 1.2510 1075.1 -0.199 0.367 7.23 30416.5 MSCL1_1702151135 0.979276 0.001415 0.978978 0.001435 0.979161 0.001461 0.979507 0.001491 0.979817 0.001524 0.980288 0.001560 
7800.189743 1.2494 1063.6 -0.849 0.390 7.82 27242.4 MSCL1_1702151136 0.981113 0.001426 0.980445 0.001443 0.980138 0.001467 0.980351 0.001495 0.980388 0.001528 0.980186 0.001562 
7800.190125 1.2479 1074.5 0.252 -0.178 7.13 31961.9 MSCL1_1702151137 0.980795 0.001418 0.981029 0.001438 0.981247 0.001463 0.981161 0.001492 0.980675 0.001524 0.980664 0.001559 
7800.190518 1.2463 1079.6 -0.191 -0.966 7.32 29969.9 MSCL1_1702151138 0.979293 0.001415 0.978959 0.001435 0.978645 0.001461 0.978737 0.001491 0.979401 0.001525 0.979594 0.001561 
7800.190912 1.2447 1061.4 -0.273 0.589 7.33 28662.9 MSCL1_1702151139 0.980877 0.001422 0.981273 0.001441 0.981793 0.001466 0.982034 0.001495 0.982131 0.001527 0.982013 0.001561 
7800.191317 1.2431 1058.9 0.041 -0.404 7.59 28352.8 MSCL1_1702151140 0.980148 0.001412 0.980246 0.001430 0.980022 0.001453 0.980215 0.001482 0.980368 0.001513 0.980019 0.001546 
7800.191710 1.2416 1054.6 -0.533 -0.158 8.03 26617.7 MSCL1_1702151141 0.979063 0.001411 0.978366 0.001428 0.977986 0.001451 0.977709 0.001479 0.977267 0.001509 0.977133 0.001542 
7800.192115 1.2400 1048.0 -0.300 0.508 8.05 27673.7 MSCL1_1702151142 0.981252 0.001415 0.980646 0.001433 0.980630 0.001458 0.980295 0.001486 0.980315 0.001518 0.980709 0.001554 
7800.192520 1.2384 1044.8 0.044 -0.050 8.00 26185.7 MSCL1_1702151143 0.981149 0.001418 0.981035 0.001434 0.981161 0.001458 0.981100 0.001485 0.980519 0.001516 0.980239 0.001549 
7800.192926 1.2369 1049.4 -0.369 -0.687 7.41 29904.6 MSCL1_1702151144 0.981215 0.001412 0.980958 0.001431 0.980878 0.001456 0.980749 0.001485 0.980337 0.001516 0.980265 0.001551 
7800.193319 1.2353 1041.8 0.067 0.118 7.26 29980.6 MSCL1_1702151145 0.980245 0.001405 0.980424 0.001426 0.980634 0.001452 0.980409 0.001481 0.980196 0.001513 0.979622 0.001547 
7800.193713 1.2338 1046.1 -0.159 0.389 8.10 24703.0 MSCL1_1702151146 0.978085 0.001417 0.977456 0.001431 0.977489 0.001453 0.977622 0.001480 0.977537 0.001510 0.977396 0.001542 
7800.194106 1.2323 1042.1 -0.023 -0.222 7.41 29733.2 MSCL1_1702151147 0.979859 0.001405 0.979317 0.001425 0.979361 0.001450 0.979465 0.001480 0.979718 0.001513 0.979614 0.001548 
7800.194511 1.2308 1041.3 -0.328 -0.436 7.13 31266.8 MSCL1_1702151148 0.981202 0.001404 0.980870 0.001424 0.981043 0.001450 0.980945 0.001479 0.980754 0.001511 0.981001 0.001546 
7800.194905 1.2293 1044.2 -0.186 0.075 6.91 32409.6 MSCL1_1702151149 0.979638 0.001406 0.978987 0.001425 0.979357 0.001451 0.979128 0.001480 0.978910 0.001512 0.978812 0.001547 
7800.195298 1.2278 1040.3 -0.338 -0.032 7.24 31174.4 MSCL1_1702151150 0.979188 0.001401 0.979571 0.001421 0.979789 0.001446 0.980004 0.001475 0.979970 0.001507 0.980041 0.001541 
7800.195692 1.2264 1036.8 -0.429 -0.500 7.25 31180.9 MSCL1_1702151151 0.979440 0.001402 0.979431 0.001422 0.979400 0.001447 0.979364 0.001475 0.979411 0.001507 0.979511 0.001542 
7800.196085 1.2249 1043.3 -0.111 -0.054 7.14 35377.9 MSCL1_1702151152 0.982603 0.001405 0.982565 0.001426 0.982716 0.001452 0.982959 0.001483 0.983312 0.001516 0.983695 0.001552 
7800.196490 1.2234 1033.0 0.197 0.033 7.13 33107.3 MSCL1_1702151153 0.980154 0.001394 0.979735 0.001414 0.979731 0.001440 0.979657 0.001469 0.979544 0.001501 0.979769 0.001536 
7800.196895 1.2219 1025.5 -0.030 0.753 7.82 28302.3 MSCL1_1702151154 0.980758 0.001400 0.980837 0.001419 0.981038 0.001444 0.981056 0.001472 0.980999 0.001503 0.981010 0.001537 
7800.197289 1.2205 1021.0 -0.704 -0.275 7.40 31679.7 MSCL1_1702151155 0.981751 0.001397 0.981481 0.001415 0.981310 0.001439 0.981311 0.001467 0.981418 0.001499 0.981407 0.001532 
7800.197682 1.2190 1021.8 -0.284 -0.379 6.02 40845.2 MSCL1_1702151156 0.978967 0.001388 0.978464 0.001409 0.978403 0.001435 0.978199 0.001464 0.978346 0.001496 0.978281 0.001530 
7800.198088 1.2176 1013.3 -0.430 0.517 6.81 35229.6 MSCL1_1702151157 0.979344 0.001388 0.978847 0.001407 0.978629 0.001431 0.978711 0.001460 0.979074 0.001491 0.978685 0.001525 
7800.198481 1.2162 1018.1 0.156 -0.219 7.46 30163.7 MSCL1_1702151158 0.980382 0.001393 0.979788 0.001411 0.979906 0.001435 0.979721 0.001462 0.979672 0.001493 0.979761 0.001526 
7800.198875 1.2147 1022.8 0.401 -0.302 7.66 29640.9 MSCL1_1702151159 0.981869 0.001393 0.981569 0.001414 0.981220 0.001439 0.981316 0.001469 0.981283 0.001501 0.981648 0.001536 
7800.199268 1.2133 1020.8 -0.385 0.064 7.12 33135.8 MSCL1_1702151160 0.983954 0.001396 0.983390 0.001415 0.983155 0.001441 0.982574 0.001469 0.982247 0.001500 0.982289 0.001534 
7800.199673 1.2119 1018.9 -0.111 0.041 7.85 29142.3 MSCL1_1702151161 0.981077 0.001394 0.980266 0.001413 0.980014 0.001437 0.979663 0.001465 0.979513 0.001497 0.979547 0.001531 
7800.200067 1.2105 1017.9 -0.250 -0.043 7.82 29233.7 MSCL1_1702151162 0.979983 0.001388 0.979513 0.001407 0.979375 0.001432 0.979244 0.001460 0.979479 0.001491 0.979340 0.001525 
7800.200460 1.2091 1019.2 -0.532 -0.270 7.13 31805.1 MSCL1_1702151163 0.980001 0.001388 0.979752 0.001409 0.979930 0.001434 0.980083 0.001463 0.979995 0.001495 0.979758 0.001529 
