# BJD(TDB)-2450000 airmass sky(ADU) dx(pix) dy(pix) fwhm(pix) peak(ADU) frame flux(r=9.0) err(r=9.0) flux(r=10.0) err(r=10.0) flux(r=11.0) err(r=11.0) flux(r=12.0) err(r=12.0) flux(r=13.0) err(r=13.0) flux(r=14.0) err(r=14.0) 
7800.193122 1.2361 473.7 0.228 -0.070 6.76 18567.3 MSCL2_1702150542 0.982629 0.001770 0.982915 0.001804 0.982632 0.001844 0.982583 0.001889 0.982480 0.001938 0.982750 0.001991 
7800.193875 1.2332 470.6 0.123 0.428 7.42 16124.1 MSCL2_1702150543 0.981646 0.001776 0.981000 0.001805 0.980185 0.001841 0.979913 0.001884 0.979458 0.001930 0.978949 0.001981 
7800.194615 1.2304 467.1 0.126 -0.022 6.62 19096.4 MSCL2_1702150544 0.981670 0.001765 0.981546 0.001797 0.981732 0.001837 0.982268 0.001882 0.982438 0.001930 0.982749 0.001983 
7800.195345 1.2277 465.1 0.046 0.114 6.61 20018.3 MSCL2_1702150545 0.981790 0.001763 0.981822 0.001796 0.982021 0.001836 0.982558 0.001882 0.982801 0.001932 0.983618 0.001985 
7800.196085 1.2249 475.2 0.043 0.011 6.61 21476.2 MSCL2_1702150546 0.979604 0.001757 0.979751 0.001791 0.979510 0.001831 0.979252 0.001876 0.978988 0.001924 0.978703 0.001976 
7800.196838 1.2221 468.6 0.323 0.730 7.40 17990.2 MSCL2_1702150547 0.984350 0.001764 0.984207 0.001796 0.983676 0.001834 0.983164 0.001877 0.982661 0.001925 0.982986 0.001977 
7800.197578 1.2194 464.3 -0.232 -0.315 6.16 22949.5 MSCL2_1702150548 0.980702 0.001756 0.981447 0.001791 0.981308 0.001832 0.981132 0.001877 0.980836 0.001925 0.980683 0.001977 
7800.198331 1.2167 460.6 0.252 0.414 6.74 19096.1 MSCL2_1702150549 0.981839 0.001754 0.982033 0.001786 0.981960 0.001824 0.981898 0.001866 0.981545 0.001913 0.981331 0.001963 
7800.199060 1.2141 462.9 0.322 0.122 7.41 18641.6 MSCL2_1702150550 0.982353 0.001757 0.982156 0.001792 0.982382 0.001832 0.982639 0.001878 0.982721 0.001927 0.982538 0.001978 
7800.199801 1.2114 466.1 0.106 0.210 7.45 17486.4 MSCL2_1702150551 0.978926 0.001757 0.978943 0.001791 0.978693 0.001831 0.978698 0.001876 0.978389 0.001924 0.978483 0.001976 
7800.200530 1.2089 466.0 -0.244 0.084 7.31 18929.2 MSCL2_1702150552 0.981768 0.001758 0.981956 0.001792 0.982362 0.001832 0.982451 0.001877 0.982254 0.001926 0.981686 0.001977 
7800.201282 1.2062 462.3 0.415 0.165 6.62 19268.8 MSCL2_1702150553 0.983417 0.001761 0.983840 0.001795 0.983851 0.001835 0.983419 0.001878 0.983074 0.001926 0.983385 0.001980 
7800.202023 1.2037 459.0 0.096 0.153 6.75 20135.9 MSCL2_1702150554 0.980676 0.001752 0.980721 0.001785 0.980817 0.001825 0.981394 0.001871 0.981576 0.001920 0.981756 0.001973 
7800.202764 1.2011 458.7 0.028 0.111 7.30 18973.6 MSCL2_1702150555 0.981311 0.001759 0.980776 0.001791 0.980513 0.001830 0.980397 0.001874 0.980598 0.001923 0.981081 0.001975 
7800.203504 1.1986 455.5 0.143 -0.117 7.20 18291.3 MSCL2_1702150556 0.981239 0.001751 0.980962 0.001783 0.980838 0.001821 0.981194 0.001865 0.981064 0.001911 0.981531 0.001963 
7800.204257 1.1961 467.9 0.366 0.390 6.78 18981.3 MSCL2_1702150557 0.978656 0.001754 0.978585 0.001786 0.977804 0.001824 0.977562 0.001867 0.977439 0.001915 0.977422 0.001967 
7800.204986 1.1937 459.8 -0.207 0.035 7.34 17357.2 MSCL2_1702150558 0.980428 0.001757 0.979734 0.001786 0.979323 0.001824 0.979388 0.001867 0.979683 0.001915 0.979906 0.001966 
7800.205738 1.1912 450.8 0.012 -0.169 7.24 18022.6 MSCL2_1702150559 0.978289 0.001750 0.978181 0.001781 0.978339 0.001820 0.978886 0.001864 0.978728 0.001912 0.979022 0.001963 
7800.206479 1.1888 446.4 0.161 0.802 7.11 19171.3 MSCL2_1702150560 0.983967 0.001749 0.984137 0.001782 0.984169 0.001821 0.984217 0.001865 0.984378 0.001913 0.984546 0.001964 
7800.207208 1.1864 445.3 -1.018 -0.138 7.48 16849.6 MSCL2_1702150561 0.978727 0.001744 0.979103 0.001776 0.979609 0.001815 0.979842 0.001859 0.979893 0.001906 0.979684 0.001956 
7800.207937 1.1841 444.3 0.081 0.207 7.43 16808.7 MSCL2_1702150562 0.979835 0.001750 0.979837 0.001783 0.979833 0.001821 0.980361 0.001866 0.980245 0.001914 0.980273 0.001965 
7800.208678 1.1817 439.9 -0.359 0.128 7.82 15900.7 MSCL2_1702150563 0.985356 0.001750 0.985140 0.001780 0.984903 0.001816 0.985066 0.001858 0.984768 0.001904 0.984290 0.001953 
7800.209419 1.1794 436.9 0.259 -0.055 8.12 15565.5 MSCL2_1702150564 0.982147 0.001749 0.981763 0.001778 0.981523 0.001814 0.981492 0.001856 0.981468 0.001902 0.981171 0.001951 
7800.210171 1.1770 436.2 0.049 0.206 7.46 17004.7 MSCL2_1702150565 0.981716 0.001754 0.981111 0.001782 0.980748 0.001818 0.980990 0.001860 0.981025 0.001906 0.980829 0.001956 
7800.210912 1.1748 438.2 0.080 -0.206 7.45 18335.3 MSCL2_1702150566 0.980835 0.001743 0.981194 0.001776 0.981207 0.001814 0.981400 0.001858 0.980766 0.001905 0.980750 0.001956 
7800.211652 1.1725 429.7 -0.128 0.364 7.23 19317.0 MSCL2_1702150567 0.980694 0.001732 0.980750 0.001762 0.980482 0.001799 0.980414 0.001840 0.980240 0.001885 0.979787 0.001934 
7800.212393 1.1703 428.7 0.061 0.148 7.12 19164.6 MSCL2_1702150568 0.983235 0.001739 0.982889 0.001769 0.982719 0.001806 0.982345 0.001848 0.981927 0.001893 0.982067 0.001943 
7800.213134 1.1680 430.7 0.051 -0.051 7.22 19649.8 MSCL2_1702150569 0.982433 0.001738 0.982338 0.001769 0.981943 0.001806 0.982447 0.001850 0.982807 0.001897 0.982846 0.001947 
7800.213875 1.1658 429.5 0.344 -0.177 7.18 18412.9 MSCL2_1702150570 0.981945 0.001737 0.982288 0.001768 0.982123 0.001804 0.982283 0.001846 0.981567 0.001891 0.981527 0.001940 
7800.214615 1.1637 430.1 -0.591 -0.063 7.49 17153.4 MSCL2_1702150571 0.980738 0.001744 0.981101 0.001774 0.981372 0.001811 0.981680 0.001854 0.981522 0.001900 0.981214 0.001949 
7800.215369 1.1615 432.9 0.040 0.284 7.94 14837.0 MSCL2_1702150572 0.983784 0.001749 0.983273 0.001777 0.982854 0.001813 0.982750 0.001854 0.982783 0.001899 0.982810 0.001948 
7800.216109 1.1593 434.4 -0.174 -0.013 7.18 16044.9 MSCL2_1702150573 0.980460 0.001757 0.980509 0.001783 0.980142 0.001817 0.979617 0.001855 0.979360 0.001900 0.978738 0.001947 
7800.216850 1.1572 433.8 0.083 0.309 6.81 19981.9 MSCL2_1702150574 0.982997 0.001748 0.983338 0.001779 0.982991 0.001816 0.982866 0.001859 0.982475 0.001904 0.982801 0.001955 
7800.217602 1.1551 433.8 0.047 -0.062 7.15 18370.0 MSCL2_1702150575 0.978574 0.001742 0.978246 0.001772 0.978339 0.001809 0.978350 0.001852 0.978580 0.001899 0.978959 0.001949 
7800.218355 1.1530 435.2 -0.234 0.526 7.15 17996.3 MSCL2_1702150576 0.980520 0.001740 0.980259 0.001770 0.980037 0.001807 0.980087 0.001850 0.979467 0.001895 0.979674 0.001946 
7800.219096 1.1509 436.0 -0.086 -0.661 6.94 19849.6 MSCL2_1702150577 0.978889 0.001740 0.978901 0.001771 0.978532 0.001808 0.979085 0.001851 0.979174 0.001897 0.979532 0.001947 
7800.219836 1.1489 442.7 -0.238 0.253 7.43 18279.7 MSCL2_1702150578 0.982018 0.001740 0.981530 0.001773 0.981583 0.001812 0.982018 0.001856 0.982229 0.001905 0.983033 0.001958 
7800.220589 1.1469 446.7 -0.223 -0.311 7.32 19098.8 MSCL2_1702150579 0.981847 0.001743 0.981909 0.001775 0.982246 0.001813 0.982461 0.001857 0.982067 0.001904 0.982272 0.001956 
7800.221329 1.1449 442.1 -0.263 0.263 7.47 19112.7 MSCL2_1702150580 0.981490 0.001730 0.981967 0.001766 0.981452 0.001805 0.981557 0.001849 0.981441 0.001897 0.981072 0.001947 
7800.222070 1.1429 440.7 -0.296 -0.171 7.36 19228.9 MSCL2_1702150581 0.980753 0.001735 0.980733 0.001767 0.980441 0.001806 0.980804 0.001850 0.980562 0.001897 0.981092 0.001948 
7800.222822 1.1409 439.7 0.402 -0.025 7.24 20008.8 MSCL2_1702150582 0.978501 0.001730 0.978546 0.001762 0.978688 0.001800 0.978916 0.001843 0.978681 0.001890 0.978558 0.001940 
7800.223575 1.1390 439.6 0.115 0.360 7.21 20658.8 MSCL2_1702150583 0.981725 0.001737 0.981701 0.001770 0.982157 0.001810 0.982266 0.001853 0.982134 0.001901 0.982543 0.001953 
7800.224315 1.1370 439.0 0.039 -0.415 7.06 20239.3 MSCL2_1702150584 0.980576 0.001731 0.981074 0.001766 0.981419 0.001806 0.982066 0.001852 0.981947 0.001900 0.982018 0.001951 
7800.225056 1.1352 441.3 -0.153 0.333 7.14 22484.2 MSCL2_1702150585 0.979119 0.001729 0.979565 0.001763 0.979791 0.001802 0.980427 0.001847 0.980489 0.001894 0.980128 0.001943 
7800.225808 1.1333 439.1 -0.092 -0.483 7.03 20886.9 MSCL2_1702150586 0.982104 0.001732 0.982647 0.001767 0.982917 0.001808 0.983604 0.001854 0.983652 0.001903 0.983676 0.001955 
7800.226549 1.1314 434.0 -0.294 0.247 6.50 22846.9 MSCL2_1702150587 0.982080 0.001732 0.982649 0.001767 0.982674 0.001806 0.983216 0.001851 0.982894 0.001898 0.982801 0.001949 
7800.227290 1.1296 427.6 -0.295 -0.215 6.98 21030.2 MSCL2_1702150588 0.982962 0.001732 0.982849 0.001765 0.982798 0.001804 0.983069 0.001849 0.983114 0.001897 0.982838 0.001947 
7800.228031 1.1278 425.9 -0.066 0.495 7.33 20719.3 MSCL2_1702150589 0.981862 0.001730 0.981708 0.001762 0.981601 0.001800 0.981653 0.001843 0.981444 0.001889 0.981648 0.001940 
7800.228783 1.1259 424.3 -0.302 -0.273 7.58 19610.9 MSCL2_1702150590 0.982416 0.001734 0.982447 0.001766 0.982235 0.001803 0.982310 0.001845 0.982017 0.001891 0.982772 0.001942 
7800.229512 1.1242 419.0 0.042 -0.273 6.90 21601.5 MSCL2_1702150591 0.982123 0.001727 0.982140 0.001758 0.982503 0.001796 0.982838 0.001839 0.982687 0.001885 0.983246 0.001935 
7800.230265 1.1224 418.7 -0.465 0.355 7.60 18947.5 MSCL2_1702150592 0.979569 0.001730 0.979415 0.001761 0.979089 0.001797 0.978792 0.001839 0.978373 0.001885 0.978623 0.001935 
7800.231005 1.1207 420.1 0.032 -0.247 8.11 16595.2 MSCL2_1702150593 0.980501 0.001735 0.981230 0.001765 0.980700 0.001800 0.980426 0.001841 0.980445 0.001886 0.980654 0.001935 
7800.231734 1.1190 421.7 0.038 0.179 8.05 17129.5 MSCL2_1702150594 0.981011 0.001742 0.980577 0.001769 0.980416 0.001803 0.980519 0.001845 0.980607 0.001890 0.980550 0.001939 
7800.232464 1.1173 418.0 0.158 0.463 7.42 20088.7 MSCL2_1702150595 0.980567 0.001724 0.980083 0.001754 0.979422 0.001790 0.979660 0.001832 0.979509 0.001878 0.979696 0.001927 
7800.233204 1.1156 427.6 -0.164 -0.497 8.15 15796.0 MSCL2_1702150596 0.985974 0.001741 0.985258 0.001770 0.984739 0.001806 0.984882 0.001849 0.984745 0.001895 0.985159 0.001945 
7800.233945 1.1139 424.2 0.053 0.452 7.42 21031.7 MSCL2_1702150597 0.981701 0.001725 0.982027 0.001758 0.982011 0.001797 0.982170 0.001840 0.982565 0.001888 0.982780 0.001939 
7800.234686 1.1123 420.0 -0.299 -0.277 6.96 21911.3 MSCL2_1702150598 0.981165 0.001725 0.981063 0.001758 0.980942 0.001797 0.981153 0.001841 0.981090 0.001889 0.981105 0.001939 
7800.235427 1.1106 417.1 0.091 0.252 7.57 18663.2 MSCL2_1702150599 0.984104 0.001726 0.984424 0.001759 0.984489 0.001796 0.984125 0.001839 0.984778 0.001886 0.985164 0.001937 
7800.236179 1.1090 412.7 -0.345 0.038 7.58 21572.7 MSCL2_1702150600 0.982429 0.001723 0.982718 0.001756 0.982667 0.001794 0.982593 0.001836 0.982543 0.001883 0.982638 0.001933 
7800.236920 1.1074 412.6 0.402 -0.039 7.52 20342.6 MSCL2_1702150601 0.982560 0.001723 0.982431 0.001754 0.982017 0.001790 0.982392 0.001833 0.982386 0.001879 0.982482 0.001928 
7800.237649 1.1059 409.2 -0.333 0.396 7.27 21666.0 MSCL2_1702150602 0.982597 0.001719 0.983530 0.001751 0.983423 0.001788 0.983354 0.001830 0.983004 0.001875 0.983425 0.001925 
7800.238378 1.1043 408.0 -0.147 -0.189 8.18 18511.5 MSCL2_1702150603 0.983372 0.001724 0.983688 0.001755 0.983582 0.001791 0.983293 0.001832 0.982687 0.001877 0.982925 0.001926 
7800.239119 1.1028 406.5 0.021 0.354 7.67 20201.8 MSCL2_1702150604 0.982735 0.001723 0.982518 0.001754 0.982595 0.001791 0.982722 0.001833 0.982751 0.001878 0.982896 0.001928 
7800.239871 1.1012 406.1 0.101 -0.112 7.11 22820.6 MSCL2_1702150605 0.981941 0.001715 0.982345 0.001747 0.982796 0.001785 0.982901 0.001827 0.983031 0.001873 0.983423 0.001922 
7800.240612 1.0997 409.9 -0.285 -0.293 7.59 22487.2 MSCL2_1702150606 0.980574 0.001718 0.980815 0.001751 0.980273 0.001789 0.980129 0.001833 0.980159 0.001880 0.979962 0.001930 
7800.241352 1.0982 411.4 -0.232 0.599 7.21 21411.4 MSCL2_1702150607 0.980679 0.001714 0.980578 0.001746 0.980813 0.001784 0.981115 0.001827 0.981430 0.001874 0.981593 0.001924 
7800.242093 1.0967 410.6 0.203 0.000 7.89 16739.2 MSCL2_1702150608 0.979363 0.001719 0.979535 0.001750 0.979721 0.001787 0.979729 0.001829 0.979880 0.001875 0.979524 0.001923 
7800.242847 1.0953 411.9 -0.384 0.054 7.37 20700.2 MSCL2_1702150609 0.980544 0.001721 0.981021 0.001752 0.981077 0.001789 0.981056 0.001831 0.981059 0.001876 0.981099 0.001925 
7800.243587 1.0938 413.7 -0.352 -0.223 7.27 23074.6 MSCL2_1702150610 0.982576 0.001719 0.983062 0.001752 0.982657 0.001789 0.982655 0.001832 0.982040 0.001877 0.981786 0.001926 
7800.244328 1.0924 411.6 -0.039 0.132 7.22 23339.9 MSCL2_1702150611 0.982272 0.001718 0.981455 0.001749 0.981920 0.001788 0.982203 0.001832 0.982403 0.001879 0.982282 0.001928 
7800.245069 1.0910 410.5 -0.617 0.207 7.74 19855.4 MSCL2_1702150612 0.976757 0.001711 0.976892 0.001743 0.976902 0.001781 0.977698 0.001825 0.978142 0.001873 0.978522 0.001923 
7800.245809 1.0896 405.3 0.084 -0.330 8.19 20957.5 MSCL2_1702150613 0.981746 0.001713 0.982558 0.001746 0.982546 0.001783 0.982706 0.001825 0.982439 0.001871 0.982572 0.001920 
7800.246539 1.0882 405.9 -0.246 0.174 7.86 19837.1 MSCL2_1702150614 0.984525 0.001721 0.984251 0.001752 0.983862 0.001790 0.983676 0.001832 0.983216 0.001877 0.982634 0.001926 
7800.247279 1.0869 404.9 -0.144 0.338 7.54 22726.6 MSCL2_1702150615 0.980920 0.001715 0.981296 0.001746 0.981492 0.001783 0.981291 0.001824 0.981142 0.001869 0.980953 0.001918 
7800.248020 1.0855 401.3 -0.212 0.186 8.19 17629.4 MSCL2_1702150616 0.982585 0.001716 0.982102 0.001745 0.982120 0.001781 0.982054 0.001821 0.982344 0.001866 0.983125 0.001916 
7800.248772 1.0842 396.9 -0.278 -0.180 7.73 21183.2 MSCL2_1702150617 0.983289 0.001714 0.983447 0.001746 0.983259 0.001783 0.983314 0.001825 0.983001 0.001871 0.983173 0.001920 
7800.249513 1.0829 393.5 -0.130 0.105 7.75 19054.4 MSCL2_1702150618 0.983714 0.001716 0.983346 0.001746 0.982748 0.001782 0.982669 0.001824 0.982501 0.001869 0.982499 0.001918 
7800.250266 1.0816 395.3 -0.531 0.154 7.93 21944.9 MSCL2_1702150619 0.983842 0.001713 0.983958 0.001745 0.984160 0.001782 0.984592 0.001824 0.984625 0.001870 0.985035 0.001919 
7800.250983 1.0803 397.8 -0.272 -0.129 7.36 22842.9 MSCL2_1702150620 0.980907 0.001709 0.980823 0.001740 0.980296 0.001777 0.980212 0.001819 0.980520 0.001865 0.980528 0.001914 
7800.251724 1.0791 395.7 -0.463 0.315 7.42 19679.4 MSCL2_1702150621 0.983304 0.001718 0.983958 0.001750 0.984197 0.001788 0.984192 0.001831 0.984245 0.001877 0.984492 0.001926 
7800.252476 1.0778 393.7 -0.238 -0.046 8.40 17154.5 MSCL2_1702150622 0.984656 0.001718 0.984967 0.001748 0.985340 0.001785 0.985475 0.001826 0.984836 0.001870 0.984719 0.001918 
7800.253217 1.0766 401.4 -0.180 0.342 7.72 18503.8 MSCL2_1702150623 0.984148 0.001722 0.984223 0.001753 0.984272 0.001790 0.984556 0.001832 0.984764 0.001878 0.984901 0.001928 
7800.253958 1.0754 396.3 -0.256 0.438 8.23 16687.0 MSCL2_1702150624 0.987889 0.001724 0.987968 0.001755 0.988026 0.001792 0.988489 0.001835 0.988473 0.001881 0.988580 0.001929 
7800.254698 1.0742 391.7 -0.120 -0.527 7.83 19429.1 MSCL2_1702150625 0.983771 0.001716 0.983670 0.001746 0.983724 0.001783 0.983623 0.001825 0.982498 0.001868 0.982707 0.001917 
7800.255439 1.0730 387.7 -0.251 0.275 7.49 19719.6 MSCL2_1702150626 0.984711 0.001716 0.985116 0.001748 0.985565 0.001786 0.986001 0.001829 0.985977 0.001874 0.986117 0.001923 
7800.256168 1.0718 386.9 -0.385 0.115 7.38 22594.0 MSCL2_1702150627 0.983326 0.001710 0.983938 0.001743 0.983747 0.001781 0.983853 0.001824 0.984183 0.001870 0.984275 0.001920 
7800.256921 1.0707 407.2 -0.643 -0.056 7.53 21091.8 MSCL2_1702150628 0.984709 0.001713 0.985078 0.001746 0.984731 0.001783 0.985046 0.001826 0.985421 0.001873 0.985754 0.001923 
7800.257661 1.0695 409.0 0.106 0.421 7.88 17932.8 MSCL2_1702150629 0.980488 0.001714 0.980604 0.001746 0.980431 0.001784 0.980085 0.001826 0.979775 0.001871 0.979977 0.001921 
7800.258402 1.0684 384.4 -0.376 -0.436 7.30 19556.0 MSCL2_1702150630 0.985364 0.001713 0.985378 0.001745 0.985368 0.001782 0.985953 0.001825 0.985885 0.001870 0.986453 0.001920 
7800.259131 1.0673 378.1 0.060 0.218 7.28 20858.1 MSCL2_1702150631 0.985018 0.001708 0.985170 0.001739 0.985077 0.001776 0.985264 0.001817 0.985377 0.001862 0.985275 0.001911 
7800.259860 1.0663 379.0 -0.397 -0.044 7.15 21818.9 MSCL2_1702150632 0.987375 0.001714 0.988138 0.001745 0.988313 0.001782 0.989005 0.001824 0.989450 0.001870 0.989386 0.001917 
7800.260590 1.0652 379.6 -0.325 -0.232 7.01 23475.4 MSCL2_1702150633 0.984557 0.001709 0.985100 0.001742 0.984851 0.001779 0.985038 0.001822 0.985003 0.001868 0.984930 0.001917 
7800.261330 1.0641 375.4 -0.476 -0.064 7.32 22151.7 MSCL2_1702150634 0.985430 0.001703 0.985607 0.001734 0.985571 0.001771 0.985427 0.001812 0.984926 0.001855 0.985559 0.001904 
7800.262071 1.0631 375.5 -0.365 -0.223 6.85 25154.7 MSCL2_1702150635 0.985046 0.001706 0.985231 0.001738 0.984513 0.001775 0.984052 0.001816 0.983842 0.001861 0.984525 0.001910 
7800.262812 1.0621 375.4 -0.226 -0.332 7.70 21162.7 MSCL2_1702150636 0.983913 0.001702 0.983686 0.001732 0.983158 0.001767 0.983421 0.001808 0.983464 0.001853 0.983263 0.001900 
7800.263564 1.0610 376.4 -0.303 -0.159 7.47 22371.9 MSCL2_1702150637 0.985687 0.001705 0.985696 0.001735 0.985199 0.001770 0.985338 0.001811 0.985173 0.001855 0.984988 0.001902 
7800.264305 1.0600 375.2 -0.530 -0.175 7.92 19120.0 MSCL2_1702150638 0.985750 0.001707 0.985654 0.001737 0.985555 0.001774 0.985918 0.001815 0.985586 0.001859 0.985481 0.001906 
7800.265046 1.0590 376.0 -0.287 -0.153 7.82 21066.3 MSCL2_1702150639 0.985595 0.001706 0.985633 0.001737 0.985462 0.001773 0.985966 0.001816 0.986211 0.001861 0.986560 0.001910 
7800.265775 1.0581 375.4 -0.509 -0.345 7.43 24907.2 MSCL2_1702150640 0.985340 0.001703 0.985753 0.001735 0.985210 0.001771 0.985745 0.001813 0.985861 0.001858 0.985265 0.001905 
7800.266515 1.0571 375.2 -0.558 -0.210 7.78 21181.2 MSCL2_1702150641 0.986305 0.001705 0.987048 0.001738 0.986657 0.001775 0.987236 0.001817 0.988089 0.001864 0.989064 0.001914 
7800.267256 1.0562 372.4 -0.100 -0.105 7.24 23761.8 MSCL2_1702150642 0.986305 0.001704 0.986453 0.001737 0.986480 0.001775 0.986875 0.001817 0.986524 0.001862 0.986963 0.001911 
7800.268009 1.0552 371.5 -0.306 -0.575 7.86 23102.8 MSCL2_1702150643 0.985326 0.001702 0.986333 0.001735 0.986843 0.001773 0.987123 0.001815 0.987322 0.001860 0.987385 0.001908 
7800.268749 1.0543 372.7 -0.396 -0.021 7.76 22494.0 MSCL2_1702150644 0.987346 0.001705 0.987611 0.001737 0.987811 0.001775 0.987752 0.001817 0.987738 0.001862 0.988071 0.001911 
7800.269490 1.0534 372.2 -0.393 0.229 7.63 25198.9 MSCL2_1702150645 0.984591 0.001699 0.984268 0.001731 0.984264 0.001768 0.984366 0.001810 0.984188 0.001854 0.984477 0.001903 
7800.270209 1.0526 371.5 -0.219 -0.114 7.79 21736.2 MSCL2_1702150646 0.984432 0.001700 0.984799 0.001734 0.984949 0.001771 0.984757 0.001813 0.984428 0.001858 0.984692 0.001907 
7800.270961 1.0517 372.4 -0.521 -0.321 8.46 21819.7 MSCL2_1702150647 0.991269 0.001716 0.991338 0.001746 0.990863 0.001781 0.990945 0.001823 0.990294 0.001866 0.990529 0.001914 
7800.271702 1.0508 370.6 -0.340 0.047 7.67 22481.5 MSCL2_1702150648 0.989325 0.001705 0.989553 0.001738 0.989096 0.001774 0.989041 0.001816 0.989098 0.001861 0.989583 0.001910 
7800.272431 1.0500 373.7 -0.366 -0.048 7.87 21993.0 MSCL2_1702150649 0.989100 0.001706 0.989244 0.001738 0.988826 0.001774 0.988682 0.001816 0.988399 0.001861 0.988170 0.001908 
7800.273172 1.0492 373.8 -0.573 -0.207 7.95 23535.4 MSCL2_1702150650 0.990385 0.001709 0.991072 0.001742 0.991351 0.001779 0.991369 0.001821 0.991128 0.001865 0.991305 0.001913 
7800.273901 1.0484 367.4 -0.431 0.122 7.99 21689.1 MSCL2_1702150651 0.990534 0.001705 0.990746 0.001737 0.990568 0.001773 0.990885 0.001815 0.991311 0.001860 0.991878 0.001909 
7800.274630 1.0476 366.6 -0.656 -0.310 8.61 18695.0 MSCL2_1702150652 0.994154 0.001716 0.994611 0.001747 0.994699 0.001784 0.994719 0.001825 0.994320 0.001869 0.994642 0.001917 
7800.275371 1.0468 367.3 -0.373 0.015 7.89 21289.0 MSCL2_1702150653 0.994750 0.001712 0.995338 0.001744 0.994958 0.001780 0.994754 0.001821 0.995243 0.001866 0.995464 0.001914 
7800.276123 1.0460 367.1 -0.290 -0.300 8.16 19160.8 MSCL2_1702150654 0.993895 0.001711 0.994324 0.001742 0.994206 0.001778 0.993976 0.001818 0.993434 0.001861 0.993319 0.001908 
7800.276875 1.0453 368.9 -0.551 0.038 7.82 21595.8 MSCL2_1702150655 0.995557 0.001713 0.996040 0.001745 0.995859 0.001782 0.995675 0.001823 0.995755 0.001867 0.996087 0.001917 
7800.277616 1.0445 367.7 -0.435 0.133 7.69 22131.5 MSCL2_1702150656 0.998331 0.001717 0.998794 0.001749 0.998726 0.001785 0.998791 0.001826 0.998494 0.001870 0.998574 0.001918 
7800.278357 1.0438 370.3 -0.506 -0.654 7.47 22504.2 MSCL2_1702150657 0.997797 0.001716 0.997904 0.001748 0.997870 0.001785 0.997637 0.001825 0.997729 0.001871 0.997964 0.001919 
7800.279109 1.0431 397.0 -0.137 0.251 7.52 23180.5 MSCL2_1702150658 0.999216 0.001724 0.999900 0.001757 1.000248 0.001796 1.000554 0.001839 1.000362 0.001885 1.000822 0.001935 
7800.279850 1.0424 407.2 -0.597 -0.031 7.93 20024.7 MSCL2_1702150659 1.000467 0.001730 1.000553 0.001763 1.000481 0.001801 1.000797 0.001845 1.000337 0.001891 1.000711 0.001941 
7800.280591 1.0417 382.7 -0.265 -0.464 7.78 22034.2 MSCL2_1702150660 1.003308 0.001726 1.003574 0.001758 1.003288 0.001795 1.003720 0.001838 1.003714 0.001883 1.004447 0.001933 
7800.281343 1.0410 374.9 -0.472 0.110 7.63 20319.2 MSCL2_1702150661 1.003786 0.001730 1.003990 0.001762 1.003840 0.001799 1.003655 0.001840 1.003545 0.001885 1.003795 0.001934 
7800.282084 1.0403 375.5 -0.098 -0.225 8.40 18172.8 MSCL2_1702150662 1.003374 0.001728 1.003475 0.001758 1.003133 0.001794 1.003362 0.001835 1.003182 0.001879 1.003758 0.001928 
7800.282824 1.0397 376.0 -0.146 -0.600 7.84 19330.7 MSCL2_1702150663 1.001493 0.001725 1.001709 0.001755 1.001865 0.001792 1.002042 0.001834 1.002279 0.001879 1.002799 0.001928 
7800.283565 1.0390 377.1 -0.302 0.304 7.77 21380.4 MSCL2_1702150664 1.002563 0.001727 1.002715 0.001758 1.002965 0.001796 1.003001 0.001837 1.002718 0.001882 1.002606 0.001930 
7800.284317 1.0384 380.1 -0.401 -0.838 8.19 19826.9 MSCL2_1702150665 1.002691 0.001732 1.002716 0.001763 1.002122 0.001799 1.002060 0.001841 1.002133 0.001886 1.002418 0.001936 
7800.285058 1.0378 379.9 -0.142 0.309 7.68 19351.6 MSCL2_1702150666 1.000893 0.001726 1.000640 0.001756 1.000488 0.001793 1.000260 0.001833 1.000241 0.001878 1.000160 0.001926 
7800.285810 1.0372 382.9 -0.060 -0.595 8.29 18644.5 MSCL2_1702150667 1.001614 0.001733 1.001962 0.001764 1.001722 0.001801 1.002150 0.001844 1.001889 0.001890 1.002395 0.001939 
7800.286551 1.0366 384.6 -0.010 -0.196 8.14 20262.7 MSCL2_1702150668 1.001669 0.001729 1.002047 0.001761 1.002244 0.001799 1.002467 0.001842 1.002769 0.001888 1.002935 0.001938 
7800.287292 1.0361 388.1 -0.220 -0.081 7.99 20005.5 MSCL2_1702150669 1.001833 0.001732 1.002022 0.001764 1.002073 0.001802 1.002290 0.001844 1.002470 0.001890 1.002992 0.001941 
7800.288033 1.0355 385.5 -0.171 -0.395 7.94 21182.2 MSCL2_1702150670 1.000619 0.001727 1.000790 0.001760 1.000474 0.001797 1.000351 0.001839 0.999691 0.001884 0.999908 0.001933 
7800.288773 1.0350 386.0 -0.059 -0.412 8.36 19128.3 MSCL2_1702150671 0.999636 0.001727 0.999732 0.001758 0.999841 0.001796 0.999834 0.001837 1.000110 0.001884 1.000638 0.001933 
7800.289514 1.0345 384.1 0.115 -0.055 7.61 20759.9 MSCL2_1702150672 1.002625 0.001734 1.002149 0.001764 1.001620 0.001801 1.001812 0.001843 1.001535 0.001888 1.002195 0.001939 
